CategoryID,ProductID
205,869
206,872
206,873
206,874
207,876
207,877
207,878
207,879
207,881
190,884
190,885
190,886
190,887
190,888
190,889
190,890
134,931
134,930
134,932
134,933
98,935
220,947
220,948
220,949
220,950
220,951
220,952
220,953
229,303
233,491
233,490
233,88
234,403
234,457
234,419
234,411
234,420
234,389
235,492
235,409
235,400
235,414
235,402
235,401
236,493
236,238
236,239
236,243
236,412
236,242
236,240
236,241
236,421
236,237
151,585
151,417
230,809
230,310
230,312
230,524
230,311
230,316
230,315
34,955
220,955
220,956
220,957
220,958
220,959
220,960
220,961
220,962
220,963
220,964
220,965
220,966
220,967
220,968
220,969
220,970
220,971
220,972
220,973
240,974
240,976
240,977
185,979
234,980
234,981
234,982
234,984
234,985
234,986
246,418
240,989
102,990
240,995
190,893
190,891
190,892
155,343
155,557
134,1021
260,1061
260,1059
260,1060
260,1067
260,1062
260,1063
260,1064
260,1065
260,1066
182,669
182,670
182,671
182,672
182,673
182,674
182,675
182,676
182,677
182,678
182,679
182,680
182,681
182,682
182,683
182,684
182,685
182,686
182,687
182,688
182,689
182,690
182,691
182,692
182,693
263,164
263,165
263,166
263,167
263,171
263,168
263,169
263,170
263,172
263,173
263,174
263,175
263,176
263,177
263,178
263,179
263,180
263,181
263,183
263,184
263,185
263,186
263,187
263,188
263,189
263,190
263,191
263,204
263,192
263,193
263,194
263,205
263,196
263,197
263,198
263,199
263,200
263,206
263,201
263,202
263,203
264,207
264,208
264,209
264,210
264,211
264,212
264,213
264,214
264,215
264,216
264,217
264,218
264,219
264,221
264,222
264,223
264,224
264,225
264,226
264,227
264,228
264,229
264,230
264,231
264,232
219,556
228,1096
228,318
228,1092
228,1094
228,1164
228,317
228,1167
228,1165
228,320
228,319
228,321
95,1230
95,1231
95,361
95,458
95,946
95,519
95,521
95,945
95,1232
95,359
95,360
267,1338
267,1339
267,1340
267,1333
229,1347
229,308
229,1333
229,1348
229,1349
229,302
229,1344
229,1351
229,1350
229,309
267,1341
267,1342
267,1343
267,1402
267,1335
267,1336
267,1337
267,1345
267,1352
267,1353
267,1354
267,1403
267,1545
267,1546
267,1547
267,1355
267,1370
267,1371
155,1592
170,1639
96,1392
96,945
96,1423
96,1550
96,1551
102,1698
279,1726
279,1727
279,1728
279,1735
279,1736
279,1737
279,1738
279,1739
279,1740
279,1741
146,1759
146,1760
279,1773
280,561
284,1775
284,1776
284,1774
283,562
284,1777
284,1778
281,560
285,1780
285,1779
285,1781
285,1782
286,1783
286,1785
286,1786
286,1787
287,1788
287,1789
287,1790
287,1799
287,1791
287,125
230,1652
230,1651
91,633
91,123
91,634
91,1661
91,1662
91,1663
220,1801
220,1802
220,1804
220,1805
260,1816
286,1826
286,1784
286,1827
286,1828
286,1829
286,1830
288,1840
288,1839
146,1870
146,1871
297,1875
290,1878
290,1879
290,1880
290,1881
290,1882
290,1883
290,1884
300,1889
300,1890
300,1891
300,1892
297,1873
297,1874
297,1872
300,1893
300,1894
300,1895
300,1896
300,1897
300,1898
300,1899
300,1900
300,1901
300,1902
300,1903
102,1906
301,1914
301,1916
301,1915
300,1927
300,1928
300,1929
300,1930
300,1931
300,1932
300,1934
300,1935
300,1905
300,1904
300,1936
300,1937
102,1996
166,2106
288,563
307,2110
283,2114
288,2114
280,2114
297,2115
281,2116
284,2117
285,2117
286,2117
307,2118
307,2119
308,2121
308,2123
308,2124
308,2125
308,2126
308,2122
308,2128
308,2127
308,2129
308,2130
308,2131
308,2132
308,2133
308,2134
308,2135
308,2136
102,2187
146,2188
219,2195
219,2196
219,2197
219,2198
219,2199
219,2200
219,2201
146,2194
310,2222
310,2223
310,2224
310,2225
311,2235
311,2236
311,2237
311,2238
311,2239
311,2240
312,2243
312,2244
312,2245
313,2247
312,2246
310,2248
93,2252
93,2253
93,2255
93,2256
82,2252
82,2253
82,2254
82,2255
82,2256
144,2257
161,2328
314,2370
314,2372
314,2373
314,2374
314,2375
314,2376
314,2377
314,2378
314,2379
314,2380
314,2381
314,2382
181,2408
181,2410
311,2411
311,2412
311,2413
311,2414
311,2415
311,2416
273,116
273,1451
273,1865
273,2497
314,2502
314,2503
153,154
134,2506
316,2526
316,2527
316,2528
316,2529
316,2530
316,2531
316,2533
101,2545
101,2546
229,2167
229,2559
144,2620
158,2630
158,1393
319,2654
319,2655
319,2656
319,2658
319,2659
319,2660
319,2661
319,2662
319,2663
319,2664
319,2665
319,2666
319,2667
319,2669
155,2695
134,2679
322,2777
322,2778
322,2779
322,2780
322,2781
322,2782
322,2783
322,2784
319,2805
319,2806
319,2817
319,2818
101,2827
101,467
101,468
101,470
101,469
101,471
101,472
101,146
101,154
101,2193
101,1097
101,153
101,155
101,156
101,564
101,565
314,2845
324,2857
324,2856
206,2869
327,2874
95,2758
95,2914
324,2915
34,108
329,2925
329,2926
329,2927
329,2928
329,2929
330,2650
96,2930
330,2641
330,2642
330,2639
330,2739
330,2645
330,2647
330,2353
330,2643
330,2648
330,2766
330,2693
137,2933
331,2952
331,2953
331,1844
331,2956
331,2957
331,2955
331,2959
331,2960
331,953
331,965
331,202
331,1802
331,2235
144,2961
189,1010
324,2916
324,2917
324,2918
324,2919
324,2920
324,2921
324,2922
324,2936
240,3019
333,2912
334,3022
334,3028
334,3029
334,3026
334,3025
334,3024
334,3027
334,3023
331,3055
335,3057
336,3058
335,3059
81,3065
81,3066
81,3067
81,3068
56,3068
56,3067
56,3065
56,3066
56,62
56,66
56,523
56,459
56,61
56,60
186,2957
311,3079
331,3020
95,3082
95,3083
331,369
151,3042
151,3043
151,3046
151,3047
151,3034
316,3084
316,3085
316,2535
316,2536
316,2537
316,2538
316,2539
316,2540
316,2541
316,2542
337,3086
337,3087
95,3095
95,3096
95,3097
339,2657
339,2653
339,245
339,259
181,3121
190,2975
205,2975
181,3135
181,3124
181,3126
322,3158
341,3079
264,3162
264,3163
264,3164
264,3165
264,3166
264,3167
264,3168
264,3172
264,3173
264,3176
264,3174
95,3197
319,3199
319,3208
319,3209
319,3210
328,3256
328,3255
95,3258
95,3269
95,3233
95,3114
325,90
325,91
325,92
325,94
325,96
325,97
325,99
325,100
325,102
325,104
325,105
325,106
325,107
325,110
325,113
325,114
325,115
156,2257
156,2962
95,1452
96,1549
324,3198
324,2945
324,2977
324,2944
345,3315
345,3313
345,3308
345,3317
345,3314
345,3312
345,3307
345,3311
345,3310
345,3309
345,3318
345,3316
345,3320
345,3321
345,3322
345,3319
360,3047
360,1540
360,1541
360,1226
360,1668
360,1542
360,1537
360,1536
360,1535
360,1543
360,1544
360,1470
360,1538
360,829
360,1469
360,3051
360,2100
360,3348
360,1225
360,2464
360,1671
360,3349
360,3351
360,804
360,3352
360,3353
360,3354
360,3355
360,3356
360,3350
360,861
360,2463
360,1684
360,1028
360,871
360,1468
360,2081
311,3358
360,3367
360,3361
360,3362
360,3363
360,3364
360,3365
360,3366
360,3368
360,3369
360,3370
360,3371
360,3372
362,843
362,1154
362,1209
362,803
362,1319
362,1688
362,2080
362,1673
362,973
362,1674
362,1675
363,3375
363,1909
100,3378
100,3379
95,3443
370,3332
370,3329
370,3330
370,3334
370,3331
370,3333
370,3335
370,3337
370,3339
370,3340
370,3338
369,3326
369,3343
369,3341
371,3344
372,3447
372,3449
219,3450
372,3451
372,3452
372,3448
372,3453
373,3463
373,3464
376,3465
376,3466
375,3467
375,3468
375,3469
375,3470
376,3474
376,3473
375,3475
375,3476
375,3477
375,3478
376,2183
376,309
376,308
376,1351
376,1350
376,3479
375,3480
375,3481
375,3483
95,2319
273,3488
322,3498
134,3501
377,3501
377,1909
98,3503
311,3440
339,3504
339,667
339,2303
339,3098
339,2290
339,2990
339,3115
339,3116
339,659
339,568
339,87
339,81
339,2321
339,384
339,124
339,386
339,33
339,483
339,367
339,510
339,1232
339,946
339,1230
339,355
339,936
339,2273
339,1907
339,3020
81,3515
324,3528
380,3529
380,1909
381,1909
170,3530
185,647
233,17
233,3532
233,3131
233,3133
233,3129
236,3536
101,3582
322,2785
322,2866
322,2803
322,2775
322,2776
322,2797
322,560
322,2796
268,1471
268,1472
268,1473
268,1474
268,1475
268,1476
268,1477
268,93
268,108
268,109
268,3367
268,1468
268,3369
268,3368
268,1470
268,1469
268,1480
268,1481
268,1483
268,1482
268,2368
268,2340
268,2348
268,2346
268,2347
268,2344
268,1492
268,1496
268,1497
268,1498
268,1552
268,2551
268,3283
268,1553
268,1588
268,1416
268,1415
268,1362
268,3090
268,1365
268,3499
268,1417
318,2644
318,2110
318,2766
318,2142
318,2693
318,2642
318,2641
318,2650
318,2739
318,2640
318,2731
318,2651
318,2646
318,2732
318,2733
318,3495
318,2734
318,3030
318,2966
318,2639
318,2740
318,2735
318,2736
318,2737
318,2965
318,3091
318,2692
318,2353
318,2643
318,2648
318,2649
318,2637
318,2638
318,2645
318,2647
318,2738
318,2679
311,2619
311,3020
311,3089
311,3505
311,3510
311,950
311,1673
311,949
311,1677
311,953
311,955
311,968
311,969
311,951
311,973
311,970
311,956
311,947
311,963
311,1676
311,965
311,957
311,1804
311,948
311,112
311,972
311,1805
311,971
311,962
181,3131
181,3133
181,3128
181,3127
181,2406
190,2871
190,713
190,714
190,882
190,883
190,1356
190,3048
190,1360
190,1359
190,988
190,715
206,875
205,2864
205,865
205,871
205,870
189,1009
189,1418
189,1007
189,712
189,716
189,1008
189,1006
189,709
189,711
189,1005
189,1004
189,1331
189,1003
189,3015
189,3014
189,2861
189,710
189,2963
189,2964
189,2962
189,1357
189,1358
189,2234
316,2550
316,3118
316,3518
316,2510
316,2509
316,3117
316,2543
316,2597
316,2599
316,2511
316,2516
316,2519
316,2513
316,2512
316,2517
316,2520
316,2595
316,2598
316,2548
316,2549
316,2523
316,2596
316,2524
316,2521
316,2514
316,2515
316,2868
316,2564
316,2565
316,2568
316,2569
316,2566
316,2567
316,2570
316,2571
316,2544
316,2518
316,2522
316,2525
274,979
274,1639
274,598
274,1640
274,1636
274,1638
274,1637
274,1635
274,1619
274,2102
274,2103
274,1745
274,1746
274,1749
274,2105
274,2104
274,3122
274,2975
274,1752
274,1765
274,1667
274,1751
274,661
274,399
274,1649
274,524
274,1651
274,1650
274,2875
274,1624
274,1626
274,1621
274,3267
274,1623
274,1625
274,1620
274,1628
274,1798
274,1627
274,1659
274,1630
274,1631
274,1632
274,1633
274,1663
274,1662
274,1661
274,1647
274,1648
274,1646
274,1645
274,2101
274,2794
274,1643
274,1644
274,1642
274,1641
274,810
274,1656
274,1657
274,1660
274,765
274,1658
274,1653
274,808
274,1652
274,312
309,2151
309,2150
309,2149
309,1345
309,2190
309,2189
309,2170
309,2174
309,2155
309,2154
309,2153
309,2210
309,2158
309,2157
309,2156
309,2773
309,2166
309,2163
309,2161
309,2152
309,2164
309,2160
309,2159
309,2162
309,2173
309,2172
309,2171
309,2211
309,2203
309,2191
309,2175
309,2179
309,2181
309,2182
309,2146
309,2801
309,2178
309,2177
309,2145
309,2186
309,2428
309,2415
309,2423
309,2419
309,2206
309,2208
309,2209
309,2205
309,2204
309,2185
309,2147
309,2148
309,2427
309,2426
309,2425
309,2424
309,2165
309,2207
309,2180
309,2176
207,880
207,2831
207,2345
204,822
204,2855
204,834
204,833
204,826
204,827
96,3603
233,3606
274,3608
321,2644
321,2110
321,2766
321,2142
321,2693
321,2642
321,2641
321,2650
321,2739
321,2640
321,2731
321,2651
321,2646
321,2732
321,2733
321,3495
321,2734
321,3030
321,2966
321,2639
321,2740
321,2735
321,2736
321,2737
321,2965
321,3091
321,2692
321,2353
321,2643
321,2648
321,2649
321,2637
321,2638
321,2645
321,2647
321,2738
321,2679
16,3539
16,3543
16,3395
16,3408
16,284
16,2278
16,2980
16,2277
16,2978
16,706
16,3262
16,282
16,700
16,699
16,2979
16,708
16,281
16,283
16,808
16,426
16,425
16,286
16,809
16,423
16,294
16,424
16,1649
16,290
16,291
16,292
16,696
16,702
16,703
16,704
16,701
16,288
16,697
16,698
16,2111
16,695
16,694
16,2112
16,3216
16,3238
16,3512
16,3511
16,3513
157,1831
157,1832
157,1833
157,1835
157,3035
157,3038
157,1834
157,1838
157,3036
157,3039
157,1836
157,1837
157,3037
157,3040
157,3041
157,3034
157,3081
157,3053
157,3044
157,3045
157,3042
157,3043
157,2795
157,2142
157,579
157,580
157,581
157,1646
157,1645
157,1647
157,1648
157,3608
157,582
157,2939
157,3046
157,3365
157,3349
157,3047
146,3609
382,3623
382,3624
382,3625
382,3626
382,3627
382,3628
382,3629
382,3615
382,3630
382,3631
382,3622
382,3632
382,3633
382,3634
360,3637
221,1642
221,1641
221,3535
221,87
221,83
221,3427
221,82
221,81
221,568
221,85
221,3076
221,239
221,88
221,26
221,59
221,3542
221,2323
221,3426
221,3531
221,2322
221,2321
221,3541
221,3543
221,3539
221,3537
221,2325
221,2320
221,2327
221,2318
221,2317
221,2316
221,2319
221,3540
221,2326
221,3429
221,3430
221,3533
221,3534
381,3639
339,3641
382,3642
279,3647
279,3648
279,3649
279,3650
279,3651
279,3652
279,3653
376,3654
274,3655
383,3657
383,3658
383,3659
383,3660
383,3661
383,3662
383,3663
383,3676
383,3664
383,3665
383,3666
383,3679
383,3677
383,3678
383,3683
384,2131
384,2123
384,2124
384,2133
384,2130
384,2134
384,2121
384,2126
384,2122
384,2128
384,2135
384,2129
384,2644
384,2110
384,2778
384,2779
384,2780
384,2777
384,2782
384,2781
384,2784
384,3158
384,3498
384,2785
384,2866
210,919
210,920
210,921
210,922
210,1022
210,1020
210,1019
210,1986
210,1988
210,1025
210,1993
210,1990
210,1989
210,1999
210,1987
210,1991
210,2000
210,1994
210,925
210,3690
210,2002
210,2001
210,929
210,928
210,1012
210,1011
210,866
210,1992
210,2937
210,3689
210,3680
210,3686
210,1971
210,3595
210,3687
210,3688
210,1972
210,1980
210,924
210,1024
210,1959
210,1957
210,1956
210,1958
210,2004
210,1812
210,2315
210,1811
210,923
210,1023
210,1973
210,2051
210,1949
210,1950
210,1951
210,1952
210,1953
210,1948
210,1954
210,1955
210,1981
210,2358
210,1807
210,1982
210,1983
210,858
210,2833
210,2014
210,1963
210,1985
210,2013
210,1984
210,1757
210,2843
210,1969
210,2011
210,2010
210,1970
210,1968
210,1961
210,1967
210,1960
210,1014
210,1964
210,1015
210,1979
210,1976
210,1975
210,1018
210,1013
210,1977
210,1965
210,1016
210,1978
210,2009
210,1017
210,2012
210,2007
210,1974
210,854
279,3691
383,3693
383,3694
16,3708
16,3712
16,3710
16,3711
324,3717
329,3730
382,3725
319,3725
221,3732
268,3749
33,3766
33,3767
325,1480
325,3770
325,3773
325,1479
325,1481
325,1483
325,3772
146,3776
33,3777
309,3778
388,3558
388,3555
388,3559
388,3556
388,3557
388,3564
388,3562
388,3560
388,3561
388,3563
388,3765
388,3764
388,657
388,658
388,2742
388,528
388,2258
388,517
388,2187
388,2741
388,2629
388,2260
388,1908
388,2259
388,513
388,505
388,2192
388,2873
388,3151
388,3120
388,2746
388,2747
388,526
388,2745
388,3775
382,3781
151,2791
383,2854
384,2860
382,3768
324,3280
324,2923
324,2951
324,2946
324,2950
324,2941
324,2943
324,2949
324,2841
324,2948
324,2942
324,2837
207,866
207,2884
207,1957
207,661
207,3725
204,2884
56,3798
81,3798
102,3801
151,3812
311,3812
234,3813
155,3796
238,3822
238,3830
238,3820
238,3817
238,3828
238,3833
238,3831
238,3826
238,3823
238,3816
238,3819
238,3825
238,3818
238,3824
238,3829
238,3832
238,3821
98,2657
98,2653
95,158
98,3033
98,147
96,151
98,3271
389,3299
389,3302
389,3305
389,3300
389,3303
390,3036
390,3037
390,3035
390,1831
390,3081
390,3053
390,3034
390,1835
390,1834
390,1833
390,1838
390,2412
390,3046
390,3365
390,3349
390,3047
331,2236
331,3384
311,2246
311,2243
311,2244
311,2245
329,198
329,233
329,234
329,206
329,203
329,235
273,3725
273,2451
273,2452
273,3092
273,2454
273,2455
273,2507
359,3808
359,3359
359,3454
359,3376
359,3840
359,3357
359,3358
359,3814
359,3456
359,3457
359,3455
359,3815
359,3348
268,1792
268,343
268,557
268,1490
268,2774
268,1491
268,1489
268,1487
268,1488
268,1494
268,1414
268,1493
268,1361
268,3722
268,3617
268,3237
268,3795
268,1554
268,2884
309,2169
309,3731
309,3723
309,3725
309,2168
309,2184
309,2280
309,2367
309,2279
309,3284
332,978
332,3011
332,3010
332,3013
332,1100
332,1099
332,3810
332,3591
332,1039
332,1044
332,2314
332,1058
332,2241
332,2968
332,2970
332,3008
332,3012
332,3009
332,1097
332,1046
319,2819
319,2820
319,2668
319,2821
319,2822
319,2823
319,2824
319,2825
319,2826
319,2816
319,2677
319,2678
319,2670
319,2672
319,2674
319,2676
319,3016
382,3635
382,3748
359,3858
309,3855
392,1309
392,910
392,911
392,909
392,913
392,3857
392,912
392,915
392,914
392,916
392,917
392,2862
392,896
392,1346
393,1032
393,1033
393,1036
393,1034
393,1035
393,1037
393,1038
393,2975
393,2863
393,2603
393,3281
393,1031
393,999
393,1030
393,997
393,1027
393,3848
393,3077
393,1028
393,1029
393,998
393,1002
393,1000
393,1001
393,3075
393,3072
393,3073
393,3071
393,3074
370,3336
370,3803
370,3802
370,3806
370,3805
370,3804
370,3807
370,3327
370,3328
370,3325
370,3342
370,3026
370,3025
370,3022
370,3024
370,3027
370,3023
370,3028
370,3029
370,1845
370,3081
370,3053
370,3050
370,3034
370,1360
370,2795
370,3042
370,2794
370,3043
370,2791
370,579
370,580
370,581
370,582
370,1647
370,1648
370,3608
370,1646
370,1645
370,491
370,3606
370,490
370,88
370,1164
370,1165
370,317
370,1092
370,1094
370,1096
370,1166
370,1330
370,1167
370,1329
370,319
370,419
370,307
370,2286
370,1091
370,29
370,3516
274,3872
360,3880
360,3882
360,3881
360,3877
360,3875
360,3876
360,3874
360,3878
234,3879
334,3883
151,3883
396,1206
396,3276
370,3883
200,3704
200,3239
200,1921
200,776
200,784
200,1925
200,777
200,2421
200,780
200,3727
200,3768
200,817
200,3620
200,1704
200,1919
200,801
200,783
200,1920
200,2770
200,1922
200,3486
200,796
200,820
200,857
200,3762
200,996
200,1957
200,816
200,782
200,850
200,1917
200,778
200,781
200,815
200,813
200,824
200,814
200,812
200,811
200,808
200,809
200,661
200,800
200,866
200,790
200,791
200,1753
200,792
200,1918
200,799
200,3752
200,793
200,794
200,795
200,1703
200,1939
200,2813
200,894
200,3119
200,3861
200,823
200,818
200,858
200,1924
200,1809
200,821
200,854
200,501
200,3790
200,3791
200,828
200,3191
200,787
200,788
200,789
200,785
200,806
200,803
200,829
200,804
200,805
309,2858
309,2872
309,2876
309,2140
309,2141
309,2232
309,2228
309,2230
309,2144
309,2227
309,2229
309,2226
309,2231
309,2233
309,2634
309,393
309,395
309,2281
309,2501
392,918
392,2830
392,1845
317,2572
317,2694
317,2573
317,2563
317,3856
317,2575
317,2576
317,2579
317,2578
317,2574
317,2577
317,2580
317,2581
317,2582
317,2583
317,3323
317,2622
317,661
317,2623
317,2633
317,2609
317,2608
317,2616
317,2613
317,2610
317,2592
317,2594
317,2626
317,2614
317,1660
317,330
317,2615
317,2618
317,2628
317,2586
317,2591
317,2593
317,2588
317,2590
317,3786
317,2802
317,2585
317,2617
317,2562
317,2561
317,2560
317,3784
317,3785
317,2587
317,2584
317,2589
16,3568
16,2800
16,705
16,3760
16,2113
16,1888
16,1886
16,1887
16,3277
16,2018
16,2019
16,2020
16,2021
16,2022
16,3850
16,2417
16,2023
16,2139
16,2357
16,2810
16,3745
16,3056
16,2975
16,3602
16,3186
16,3671
334,3081
334,3053
334,3034
334,3021
334,3031
90,3600
90,3599
90,3598
90,3604
90,1747
90,2484
90,2274
90,2275
90,525
90,2276
90,387
90,388
90,3601
90,117
90,630
90,629
90,631
90,1847
90,31
90,33
90,384
90,2763
90,2762
90,385
90,124
90,628
90,3275
90,391
90,507
90,1661
90,1662
90,1663
90,569
90,571
90,386
90,570
90,503
90,572
90,573
90,574
90,1556
90,16
90,20
90,2764
90,3596
90,3597
90,26
90,59
90,1748
90,287
90,390
90,389
90,29
90,307
90,2765
90,3812
90,632
90,1171
90,289
90,3032
90,2514
90,21
55,449
55,450
55,452
55,454
55,3797
55,451
55,453
55,455
55,448
55,445
55,440
55,3107
55,433
55,51
55,48
55,45
55,444
55,2757
55,2895
55,442
55,443
55,2759
55,3293
55,1731
55,446
55,439
55,2761
55,2760
55,2990
55,3799
55,438
55,437
55,436
55,3105
55,3110
55,2758
55,3113
55,3288
55,3111
55,3108
55,3278
55,3709
55,3116
55,3115
55,1803
55,3220
55,659
55,44
55,2490
55,3292
55,3109
55,3177
55,3112
55,3114
55,3264
55,1794
55,506
55,427
55,428
55,509
55,434
55,435
55,43
55,49
55,3565
55,3061
55,47
55,3060
55,46
55,3160
55,3159
55,3552
55,3553
55,3551
55,3550
55,3800
55,3161
55,3798
202,367
202,364
202,363
202,382
202,1846
202,362
202,566
202,516
202,347
202,332
202,333
202,331
202,506
202,427
202,428
202,509
202,1653
202,1844
202,510
202,3799
202,3797
202,3439
202,3440
202,3438
202,483
202,368
202,369
202,3554
202,987
202,3442
202,3441
84,268
84,266
84,267
84,265
84,245
84,247
84,246
84,248
84,2657
84,2653
84,934
84,504
84,3070
84,3069
84,3735
84,3734
84,138
84,12
84,256
84,466
84,270
84,2632
84,2505
84,2629
84,255
84,3736
84,3738
84,3739
84,3445
84,269
84,135
84,264
84,263
84,134
84,144
84,159
84,160
84,161
84,162
84,465
84,129
84,258
84,257
84,3507
84,3508
84,3509
84,142
84,136
84,658
84,3540
84,3737
84,259
84,272
84,271
84,139
84,273
84,260
84,3462
84,143
84,261
84,236
84,3461
84,133
84,657
84,3872
84,488
70,339
70,338
70,330
70,348
70,525
70,2491
70,810
70,392
70,328
70,344
70,342
70,327
70,340
70,341
70,334
70,335
70,278
70,345
70,347
70,665
70,2932
70,346
70,332
70,333
70,765
70,337
70,331
70,666
70,1844
70,3385
70,3387
70,2289
70,3098
70,381
70,667
70,668
70,3382
70,3396
70,3404
70,3390
70,3391
70,2303
70,2294
70,2287
70,343
70,336
70,382
70,2290
70,3405
70,2298
70,2306
70,3401
70,3099
70,3400
70,3403
70,3407
70,3388
70,3389
70,2299
70,2286
70,3408
70,3384
70,3395
70,3394
70,3393
70,2300
70,3412
70,3413
70,3406
70,3398
70,3411
70,3402
70,3397
70,1653
70,3523
70,3524
70,3525
70,3522
70,3526
70,3521
70,393
70,2288
70,2940
70,2296
70,3064
70,3604
70,2305
70,3279
70,3808
70,3359
70,3081
70,3053
70,3494
70,3418
101,149
101,262
101,3033
101,147
101,2251
101,2250
237,339
237,338
237,3808
237,3359
237,3279
237,3292
237,3317
237,2932
237,278
237,2295
237,366
237,489
237,422
237,3134
237,415
237,416
238,583
238,3732
238,3534
238,3533
238,579
238,580
238,581
238,3608
238,3645
238,582
238,3643
238,390
238,307
238,419
238,415
238,277
238,29
238,3812
238,3516
238,2765
238,389
238,943
238,276
203,808
203,3521
203,393
203,1815
203,396
203,397
203,3607
203,1649
203,809
203,3260
203,660
203,394
203,3261
203,3259
203,3265
203,395
203,661
203,399
203,978
203,1555
231,475
231,1772
231,937
231,68
231,324
231,3386
231,325
231,3811
231,3692
231,3699
231,474
231,326
231,349
231,662
231,514
231,323
231,141
231,2630
231,322
231,70
231,515
231,1393
384,2803
384,2775
384,2776
384,2796
384,560
384,561
186,255
186,258
186,134
186,236
186,488
181,3137
181,2500
181,2499
181,2407
181,2409
181,3129
181,3134
221,3538
221,3536
221,3532
221,2324
221,3134
221,3129
221,3428
221,3431
221,3606
221,17
221,53
221,3605
221,2496
221,86
221,473
221,3131
221,3133
101,151
101,2547
101,158
101,157
101,2249
102,3700
93,2254
93,3137
93,40
93,41
93,635
93,122
240,975
240,1712
240,3682
240,3681
143,476
143,477
143,481
143,482
156,2620
156,2961
220,3767
220,3884
362,3767
362,3884
156,3885
144,3885
84,3733
84,3888
95,3891
16,3898
16,3907
389,3887
234,3912
234,3913
311,3914
151,3256
151,3255
397,488
397,309
397,3888
151,3912
151,3913
151,3914
137,3379
137,3378
359,3916
398,3917
398,3931
398,3918
398,3937
398,3926
398,3928
398,3922
398,3920
398,3929
398,3935
398,3924
398,3930
398,3925
398,3938
398,3936
398,3919
398,3927
398,3933
398,3932
398,3923
398,3934
398,3939
398,3921
325,3946
325,3944
325,3945
325,3942
325,3947
325,3948
325,3943
205,3951
151,3951
70,3957
70,3958
186,3958
186,3957
370,3959
370,3960
390,3961
390,3962
151,3961
151,3962
70,3968
70,3969
70,3970
70,3971
70,3972
71,3964
71,3965
71,3966
71,296
71,3101
71,295
71,299
71,2952
71,1843
71,2953
71,298
71,1814
71,3459
71,2486
71,2293
71,2301
71,3915
71,297
71,3100
71,3062
71,2302
71,2297
71,3460
71,3458
71,2291
71,2292
71,2098
71,2099
71,2268
71,2266
71,2272
71,2270
71,2267
71,2265
71,2271
71,2269
71,3434
71,510
71,3063
71,3266
71,3272
71,2485
71,3271
71,13
71,3102
71,86
71,2017
71,1657
71,375
71,372
71,58
71,942
71,371
71,3967
71,3640
71,1658
71,3963
71,377
71,2636
71,3104
71,664
71,663
71,1660
71,3973
71,3291
71,3471
71,3103
71,376
71,379
71,378
71,380
326,3793
326,3718
326,2889
326,2885
326,2887
326,2888
326,2886
326,2884
326,2877
326,2865
326,2894
326,2893
326,2892
326,2880
326,690
326,190
326,3187
326,2883
326,230
326,2878
326,2879
326,3896
326,2882
272,1821
272,1822
272,3782
272,3725
272,2884
272,1824
272,1825
272,858
272,2870
272,1761
272,1766
272,1762
272,1763
272,1764
272,1770
272,1771
272,1767
272,1768
272,3892
272,3907
272,1793
272,1819
272,1769
272,1820
